"Country or Area","Year","Value"
"Malta","1998","2513.58191427366"
"Malta","1997","2556.72768761039"
"Malta","1996","2550.53496098952"
"Malta","1995","2439.42011158052"
"Malta","1994","2647.9285505969"
"Malta","1993","2870.39942861617"
"Malta","1992","2292.08035212122"
"Malta","1991","2238.1067917285"
"Malta","1990","2394.19436192861"
"Monaco","2020","60.7893524271803"
"Monaco","2019","71.3724109255631"
"Monaco","2018","74.692291092929"
"Monaco","2017","72.9869740635279"
"Monaco","2016","74.5842164233455"
"Monaco","2015","76.0802837102519"
"Monaco","2014","73.8129589242937"
"Monaco","2013","78.7531760648066"
"Monaco","2012","77.9862206904396"
"Monaco","2011","74.9385876443856"
"Monaco","2010","77.7187650693747"
"Monaco","2009","79.1847893646882"
"Monaco","2008","82.3070181824985"
"Monaco","2007","82.7174451524574"
"Monaco","2006","83.9866354844614"
"Monaco","2005","89.8381456557977"
"Monaco","2004","91.8493265204524"
"Monaco","2003","97.0224989236768"
"Monaco","2002","99.7135297914323"
"Monaco","2001","99.9837454878386"
"Monaco","2000","100.2921766892"
"Monaco","1999","102.754319907758"
"Monaco","1998","102.05022302915"
"Monaco","1997","103.187242757763"
"Monaco","1996","104.703560796672"
"Monaco","1995","101.195111974974"
"Monaco","1994","104.409538528792"
"Monaco","1993","103.596915388536"
"Monaco","1992","104.511289322674"
"Monaco","1991","98.91004591427"
"Monaco","1990","98.2283373346324"
"Netherlands","2020","137849.51758227"
"Netherlands","2019","153032.807206637"
"Netherlands","2018","158627.839557415"
"Netherlands","2017","162493.965222953"
"Netherlands","2016","164862.023067375"
"Netherlands","2015","164142.510809506"
"Netherlands","2014","157655.585287639"
"Netherlands","2013","164674.488592248"
"Netherlands","2012","164688.78119575"
"Netherlands","2011","168259.660441938"
"Netherlands","2010","181526.726857536"
"Netherlands","2009","169529.325536547"
"Netherlands","2008","174853.119036986"
"Netherlands","2007","171874.012143371"
"Netherlands","2006","172092.06564803"
"Netherlands","2005","176917.309804397"
"Netherlands","2004","180891.771720254"
"Netherlands","2003","179005.304503466"
"Netherlands","2002","175567.73491618"
"Netherlands","2001","176207.518521696"
"Netherlands","2000","171082.229995296"
"Netherlands","1999","169934.486535855"
"Netherlands","1998","175461.133881954"
"Netherlands","1997","174492.784154246"
"Netherlands","1996","181452.353359008"
"Netherlands","1995","172300.139079677"
"Netherlands","1994","170787.557575069"
"Netherlands","1993","170206.051201191"
"Netherlands","1992","170015.192082476"
"Netherlands","1991","170227.322109182"
"Netherlands","1990","161806.917092808"
"New Zealand","2020","34456.7529649475"
"New Zealand","2019","37121.0342027579"
"New Zealand","2018","35704.5394473342"
"New Zealand","2017","35688.1266714096"
"New Zealand","2016","34152.6389053409"
"New Zealand","2015","35813.1067156512"
"New Zealand","2014","35438.9255068755"
"New Zealand","2013","35241.0035767218"
"New Zealand","2012","35945.0895237828"
"New Zealand","2011","34265.8505345378"
"New Zealand","2010","34811.0837857832"
"New Zealand","2009","34620.6693906992"
"New Zealand","2008","37509.2571731992"
"New Zealand","2007","36410.6638232297"
"New Zealand","2006","37330.1604531173"
"New Zealand","2005","37424.0698017282"
"New Zealand","2004","35836.297876748"
"New Zealand","2003","36241.473562755"
"New Zealand","2002","34542.2926699861"
"New Zealand","2001","34379.2133936848"
"New Zealand","2000","32246.0093482273"
"New Zealand","1999","31465.5904603933"
"New Zealand","1998","29858.5402315175"
"New Zealand","1997","31278.6746440267"
"New Zealand","1996","29304.543803876"
"New Zealand","1995","28003.4921859599"
"New Zealand","1994","27900.04321795"
"New Zealand","1993","27761.1849006882"
"New Zealand","1992","28166.9208529618"
"New Zealand","1991","26182.5948866323"
"New Zealand","1990","25502.5069047171"
"Norway","2020","41196.7614202674"
"Norway","2019","42784.5402004843"
"Norway","2018","44392.4423031473"
"Norway","2017","44242.8434292835"
"Norway","2016","44764.1963278518"
"Norway","2015","45590.3119546426"
"Norway","2014","45045.7603615615"
"Norway","2013","44586.6299145793"
"Norway","2012","44295.9498352698"
"Norway","2011","44791.3928875995"
"Norway","2010","45691.0122091397"
"Norway","2009","43224.7791835413"
"Norway","2008","44794.652681776"
"Norway","2007","45665.8082563326"
"Norway","2006","43926.7353618182"
"Norway","2005","43341.6201232909"
"Norway","2004","44308.2899618731"
"Norway","2003","43979.2684254133"
"Norway","2002","42593.352064934"
"Norway","2001","43526.9725354689"
"Norway","2000","42148.808680293"
"Norway","1999","42637.0106475547"
"Norway","1998","41871.2917812381"
"Norway","1997","41734.924237717"
"Norway","1996","41572.0487835408"
"Norway","1995","38508.4750679044"
"Norway","1994","37903.6722979119"
"Norway","1993","36000.7910169237"
"Norway","1992","34455.9909824028"
"Norway","1991","33535.7395166412"
"Norway","1990","35096.6265858733"
"Poland","2020","303523.081886695"
"Poland","2019","318487.666116392"
"Poland","2018","337048.486172266"
"Poland","2017","337734.951194233"
"Poland","2016","324381.233255989"
"Poland","2015","313455.71858305"
"Poland","2014","310319.099739167"
"Poland","2013","322651.180544056"
"Poland","2012","326734.935405351"
"Poland","2011","334337.154187116"
"Poland","2010","334916.988002798"
"Poland","2009","316868.513043813"
"Poland","2008","330485.117101151"
"Poland","2007","336731.478753973"
"Poland","2006","337317.577555343"
"Poland","2005","323409.480783911"
"Poland","2004","324436.20829722"
"Poland","2003","319624.035322122"
"Poland","2002","306610.293318341"
"Poland","2001","313849.975065977"
"Poland","2000","317719.194502981"
"Poland","1999","329552.342797442"
"Poland","1998","339365.273716044"
"Poland","1997","367524.627890921"
"Poland","1996","377577.851470289"
"Poland","1995","362892.257931939"
"Poland","1994","360522.220879251"
"Poland","1993","365448.045387931"
"Poland","1992","364748.781249111"
"Poland","1991","373834.441534366"
"Poland","1990","376813.576614763"
"Portugal","2020","41799.8943444631"
"Portugal","2019","47618.8255237616"
"Portugal","2018","51459.1066841424"
"Portugal","2017","55210.185325228"
"Portugal","2016","50442.2341306587"
"Portugal","2015","52270.2885689155"
"Portugal","2014","47945.8146105217"
"Portugal","2013","48163.4769218107"
"Portugal","2012","49959.7091038277"
"Portugal","2011","51801.5758080126"
"Portugal","2010","53001.3578129372"
"Portugal","2009","57207.4804311493"
"Portugal","2008","60106.793585918"
"Portugal","2007","62437.4021643798"
"Portugal","2006","64923.9150458276"
"Portugal","2005","69717.9874937094"
"Portugal","2004","67385.1540246716"
"Portugal","2003","64537.8895501646"
"Portugal","2002","69643.3117055913"
"Portugal","2001","65237.1921495403"
"Portugal","2000","65685.5470927536"
"Portugal","1999","66899.6416018311"
"Portugal","1998","59247.5006935915"
"Portugal","1997","54694.4097699312"
"Portugal","1996","51815.2273332247"
"Portugal","1995","54524.4378885871"
"Portugal","1994","50261.172602117"
"Portugal","1993","49483.6105037658"
"Portugal","1992","50969.9418658773"
"Portugal","1991","47141.6398341364"
"Portugal","1990","45325.0852075222"
"Romania","2020","74138.0086203127"
"Romania","2019","77030.61562507"
"Romania","2018","80516.2138905233"
"Romania","2017","80042.941866707"
"Romania","2016","77011.5318708329"
"Romania","2015","77996.2651876579"
"Romania","2014","78453.4808755935"
"Romania","2013","78929.5160308753"
"Romania","2012","90239.2463601724"
"Romania","2011","91754.4769462492"
"Romania","2010","84632.6536279854"
"Romania","2009","87002.4468086425"
"Romania","2008","105851.798982838"
"Romania","2007","107886.680863288"
"Romania","2006","103180.296850351"
"Romania","2005","100241.793893552"
"Romania","2004","102109.621443301"
"Romania","2003","102844.232100993"
"Romania","2002","98356.8435950344"
"Romania","2001","98150.9280958035"
"Romania","2000","92668.2955592114"
"Romania","1999","88357.1293206732"
"Romania","1998","104398.870869866"
"Romania","1997","117962.810120404"
"Romania","1996","128935.578250333"
"Romania","1995","125582.626767266"
"Romania","1994","120542.331559475"
"Romania","1993","122278.576235292"
"Romania","1992","131509.918399295"
"Romania","1991","141915.280420911"
"Romania","1990","173463.869959499"
"Russian Federation","2020","1624221.43112061"
"Russian Federation","2019","1692363.41407105"
"Russian Federation","2018","1700452.84018084"
"Russian Federation","2017","1654154.02185973"
"Russian Federation","2016","1624756.33505783"
"Russian Federation","2015","1629713.15053654"
"Russian Federation","2014","1631662.22666973"
"Russian Federation","2013","1632716.41833378"
"Russian Federation","2012","1694576.42174947"
"Russian Federation","2011","1679278.42739767"
"Russian Federation","2010","1626187.55336528"
"Russian Federation","2009","1539305.6582401"
"Russian Federation","2008","1646969.02444454"
"Russian Federation","2007","1618586.18339047"
"Russian Federation","2006","1618246.15114351"
"Russian Federation","2005","1559082.75970715"
"Russian Federation","2004","1541753.92647106"
"Russian Federation","2003","1535293.11192245"
"Russian Federation","2002","1505520.17075117"
"Russian Federation","2001","1514713.52130216"
"Russian Federation","2000","1478184.75290737"
"Russian Federation","1999","1493155.06122899"
"Russian Federation","1998","1464542.99810618"
"Russian Federation","1997","1481618.76965632"
"Russian Federation","1996","1586172.89578777"
"Russian Federation","1995","1618951.16989539"
"Russian Federation","1994","1646941.73672249"
"Russian Federation","1993","1865939.46888276"
"Russian Federation","1992","1965610.20384593"
"Russian Federation","1991","2405531.91522189"
"Russian Federation","1990","2534865.05979322"
"Slovakia","2020","31094.7280226741"
"Slovakia","2019","33776.1878787891"
"Slovakia","2018","36102.9707099363"
"Slovakia","2017","36112.6524027713"
"Slovakia","2016","34912.8761637986"
"Slovakia","2015","34468.2291109668"
"Slovakia","2014","33656.214720374"
"Slovakia","2013","35565.5634063032"
"Slovakia","2012","35910.3952395741"
"Slovakia","2011","37984.8373901276"
"Slovakia","2010","38403.9314224826"
"Slovakia","2009","37622.0607769761"
"Slovakia","2008","41359.0451798787"
"Slovakia","2007","40968.267835835"
"Slovakia","2006","42552.1081321254"
"Slovakia","2005","42788.8557775955"
"Slovakia","2004","42780.2354677518"
"Slovakia","2003","42293.7711314704"
"Slovakia","2002","41960.9332316108"
"Slovakia","2001","43220.9287498154"
"Slovakia","2000","41135.9345277674"
"Slovakia","1999","43035.4925154853"
"Slovakia","1998","43824.6636412076"
"Slovakia","1997","44095.5127846543"
"Slovakia","1996","44023.4772150222"
"Slovakia","1995","44142.3290548491"
"Slovakia","1994","43754.3261466901"
"Slovakia","1993","46348.5162565119"
"Slovakia","1992","48884.2026876502"
"Slovakia","1991","53283.797519882"
"Slovakia","1990","61470.1873555169"
"Slovenia","2020","12866.236824744"
"Slovenia","2019","14048.141598638"
"Slovenia","2018","14526.7117039239"
"Slovenia","2017","14622.0254722749"
"Slovenia","2016","14464.5841762718"
"Slovenia","2015","13653.306955886"
"Slovenia","2014","13568.1697462563"
"Slovenia","2013","15133.3216113436"
"Slovenia","2012","15760.5107655428"
"Slovenia","2011","16358.5791014587"
"Slovenia","2010","16459.5221774667"
"Slovenia","2009","16204.0235173341"
"Slovenia","2008","18278.4085586264"
"Slovenia","2007","17342.8117489294"
"Slovenia","2006","17178.3239338177"
"Slovenia","2005","16932.322371666"
"Slovenia","2004","16704.5019931235"
"Slovenia","2003","16271.3305895157"
"Slovenia","2002","16564.4890792709"
"Slovenia","2001","16302.5667945959"
"Slovenia","2000","15053.6896799485"
"Slovenia","1999","15412.3495291168"
"Slovenia","1998","16038.8774073213"
"Slovenia","1997","16506.8504862351"
"Slovenia","1996","15999.3249518111"
"Slovenia","1995","15354.1800158877"
"Slovenia","1994","14636.5030651276"
"Slovenia","1993","14247.1769333911"
"Slovenia","1992","13883.4202993583"
"Slovenia","1991","13974.2381128907"
"Slovenia","1990","15094.8490368416"
"Spain","2020","213339.720700709"
"Spain","2019","251825.148644465"
"Spain","2018","270052.271421667"
"Spain","2017","275053.205185787"
"Spain","2016","261227.657211497"
"Spain","2015","272164.66019534"
"Spain","2014","255459.10026313"
"Spain","2013","253102.713341717"
"Spain","2012","279384.955587379"
"Spain","2011","285132.25528364"
"Spain","2010","284282.684193809"
"Spain","2009","297747.800189207"
"Spain","2008","337182.422013213"
"Spain","2007","368985.581352435"
"Spain","2006","361120.330122122"
"Spain","2005","370065.778919076"
"Spain","2004","354827.956667135"
"Spain","2003","338045.870094641"
"Spain","2002","333730.307140257"
"Spain","2001","313620.596889462"
"Spain","2000","311674.624150698"
"Spain","1999","299722.140236229"
"Spain","1998","276184.604651499"
"Spain","1997","267589.849374024"
"Spain","1996","255049.059951514"
"Spain","1995","267577.46831502"
"Spain","1994","253803.789010178"
"Spain","1993","241298.918113428"
"Spain","1992","249939.228283266"
"Spain","1991","241074.297801069"
"Spain","1990","231328.438644077"
"Sweden","2020","36515.1013637688"
"Sweden","2019","40982.4919328897"
"Sweden","2018","42094.9087039044"
"Sweden","2017","42704.2376071093"
"Sweden","2016","43415.9854330447"
"Sweden","2015","43741.7331908346"
"Sweden","2014","43477.9287182241"
"Sweden","2013","45351.3409005866"
"Sweden","2012","46918.5816584905"
"Sweden","2011","49405.1782763823"
"Sweden","2010","53287.3450980092"
"Sweden","2009","47421.4591676473"
"Sweden","2008","51070.4649277788"
"Sweden","2007","53151.971468736"
"Sweden","2006","53885.0989672092"
"Sweden","2005","54066.0866487936"
"Sweden","2004","56682.883905442"
"Sweden","2003","57371.4956539521"
"Sweden","2002","56791.5905071414"
"Sweden","2001","55821.960922102"
"Sweden","2000","54890.6630820089"
"Sweden","1999","56031.8436572762"
"Sweden","1998","58893.2263232943"
"Sweden","1997","58425.3684038088"
"Sweden","1996","63521.837127976"
"Sweden","1995","59605.0735209544"
"Sweden","1994","60186.5769237604"
"Sweden","1993","57725.9851624133"
"Sweden","1992","57688.9001220774"
"Sweden","1991","57950.5507519379"
"Sweden","1990","57580.0898287626"
"Switzerland","2020","34240.9669504251"
"Switzerland","2019","36733.0640874774"
"Switzerland","2018","36873.8176689"
"Switzerland","2017","38178.6410460698"
"Switzerland","2016","39185.3409601302"
"Switzerland","2015","38731.8204025383"
"Switzerland","2014","39233.6317983365"
"Switzerland","2013","43187.7261845498"
"Switzerland","2012","42253.032189439"
"Switzerland","2011","40985.2329647718"
"Switzerland","2010","45045.7092511938"
"Switzerland","2009","43538.551583665"
"Switzerland","2008","44710.5718798802"
"Switzerland","2007","43368.7612270877"
"Switzerland","2006","45373.3486065139"
"Switzerland","2005","45778.5581785052"
"Switzerland","2004","45238.2668405784"
"Switzerland","2003","44647.7158451103"
"Switzerland","2002","43463.8629040083"
"Switzerland","2001","45077.4981796519"
"Switzerland","2000","43622.3693210475"
"Switzerland","1999","44445.645898788"
"Switzerland","1998","44622.853641956"
"Switzerland","1997","43047.4831235083"
"Switzerland","1996","44107.4357050115"
"Switzerland","1995","43419.2635337853"
"Switzerland","1994","42676.6285420922"
"Switzerland","1993","43611.869818341"
"Switzerland","1992","46016.5119785719"
"Switzerland","1991","46133.3849305182"
"Switzerland","1990","44159.8819868805"
"Türkiye","2020","413433.08541508"
"Türkiye","2019","401719.742411745"
"Türkiye","2018","422568.907776701"
"Türkiye","2017","430220.401820084"
"Türkiye","2016","405304.505083948"
"Türkiye","2015","384330.488681884"
"Türkiye","2014","363866.339254652"
"Türkiye","2013","347152.666844708"
"Türkiye","2012","355882.640380867"
"Türkiye","2011","341862.344221166"
"Türkiye","2010","316036.475390247"
"Türkiye","2009","316319.322244796"
"Türkiye","2008","310532.302758731"
"Türkiye","2007","313578.157301157"
"Türkiye","2006","282266.690648249"
"Türkiye","2005","264768.615042895"
"Türkiye","2004","244688.735464894"
"Türkiye","2003","236683.289524737"
"Türkiye","2002","221148.220844428"
"Türkiye","2001","213483.470983601"
"Türkiye","2000","229858.206967401"
"Türkiye","1999","207857.771257119"
"Türkiye","1998","212069.926077417"
"Türkiye","1997","212037.408841494"
"Türkiye","1996","199582.745420409"
"Türkiye","1995","181481.826420053"
"Türkiye","1994","167560.890815805"
"Türkiye","1993","171133.723747637"
"Türkiye","1992","164061.435149875"
"Türkiye","1991","158140.72674515"
"Türkiye","1990","151664.53196389"
"Ukraine","2020","206941.158966775"
"Ukraine","2019","222056.697956819"
"Ukraine","2018","231674.690917215"
"Ukraine","2017","223087.077359116"
"Ukraine","2016","234008.459102099"
"Ukraine","2015","223824.093736309"
"Ukraine","2014","257510.817580696"
"Ukraine","2013","297251.190864039"
"Ukraine","2012","303976.228093991"
"Ukraine","2011","307956.066377447"
"Ukraine","2010","294110.66391217"
"Ukraine","2009","277296.697725232"
"Ukraine","2008","325536.204697182"
"Ukraine","2007","336351.220938379"
"Ukraine","2006","332613.143303646"
"Ukraine","2005","313066.891234899"
"Ukraine","2004","310270.62578734"
"Ukraine","2003","306998.708812939"
"Ukraine","2002","295673.973240972"
"Ukraine","2001","303561.756073113"
"Ukraine","2000","285321.939445739"
"Ukraine","1999","298178.287436366"
"Ukraine","1998","328576.743789389"
"Ukraine","1997","340242.724552365"
"Ukraine","1996","351408.792813474"
"Ukraine","1995","389864.656553509"
"Ukraine","1994","419266.344294759"
"Ukraine","1993","510199.582698839"
"Ukraine","1992","589060.29826021"
"Ukraine","1991","632536.675516717"
"Ukraine","1990","705830.043363398"
"United Kingdom","2020","326920.692501559"
"United Kingdom","2019","365468.409103488"
"United Kingdom","2018","380444.859089455"
"United Kingdom","2017","388085.915837596"
"United Kingdom","2016","400145.838511167"
"United Kingdom","2015","423162.942007801"
"United Kingdom","2014","439505.394034917"
"United Kingdom","2013","478310.995117171"
"United Kingdom","2012","488176.362803267"
"United Kingdom","2011","470509.118506635"
"United Kingdom","2010","512736.335444507"
"United Kingdom","2009","494923.488482911"
"United Kingdom","2008","545791.865641846"
"United Kingdom","2007","560512.739469119"
"United Kingdom","2006","568698.065893581"
"United Kingdom","2005","571126.890427959"
"United Kingdom","2004","574200.862504062"
"United Kingdom","2003","572373.660995741"
"United Kingdom","2002","561014.630263718"
"United Kingdom","2001","578698.598200987"
"United Kingdom","2000","569744.209114333"
"United Kingdom","1999","562344.301237904"
"United Kingdom","1998","569237.783069557"
"United Kingdom","1997","563386.577075635"
"United Kingdom","1996","587450.906228457"
"United Kingdom","1995","566852.195914973"
"United Kingdom","1994","574683.241140176"
"United Kingdom","1993","580276.822683829"
"United Kingdom","1992","594499.05705134"
"United Kingdom","1991","610098.953730104"
"United Kingdom","1990","602652.078445608"
"United States of America","2020","4715691.10920053"
"United States of America","2019","5259143.83584777"
"United States of America","2018","5376657.23306396"
"United States of America","2017","5210957.58447346"
"United States of America","2016","5251757.62928462"
"United States of America","2015","5376577.9331566"
"United States of America","2014","5528871.27567673"
"United States of America","2013","5480926.09723478"
"United States of America","2012","5345454.26123743"
"United States of America","2011","5546628.95753615"
"United States of America","2010","5681392.03524302"
"United States of America","2009","5482977.89859505"
"United States of America","2008","5918868.65356792"
"United States of America","2007","6135287.20785082"
"United States of America","2006","6057163.16133789"
"United States of America","2005","6137603.4451479"
"United States of America","2004","6117962.68598412"
"United States of America","2003","6015804.21944126"
"United States of America","2002","5952698.58093487"
"United States of America","2001","5911988.51713225"
"United States of America","2000","6016350.57374557"
"United States of America","1999","5810331.39482381"
"United States of America","1998","5737129.37022145"
"United States of America","1997","5691864.59665446"
"United States of America","1996","5616430.86437825"
"United States of America","1995","5427798.47719896"
"United States of America","1994","5365578.82503874"
"United States of America","1993","5274362.63028311"
"United States of America","1992","5175219.97537907"
"United States of America","1991","5064987.17487541"
"United States of America","1990","5122496.24818322"

